School,Conference,Player Name,Class/Year,Total Minutes Played,Games Played,Games Started,Nationality,Hometown,Country,Source Stats URL,Source Roster URL,Data Confidence,Notes,Estimated Graduation,Position
Adams State,RMAC,Lars Ostermann,So.,,,,International,"Untersiggenthal, Switzerland",Switzerland,,https://asugrizzlies.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 58%,2028,Goalkeeper
Ouachita Baptist,GAC,Cameron Garcia,Fr.,,,,USA,"Lucas, Texas",,,https://obutigers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2029,Defender
Ouachita Baptist,GAC,Jaiden Langiulli,So.,,,,USA,"Ruston, Louisiana",,,https://obutigers.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2028,Forward
Palm Beach Atlantic,Sunshine State,Benjamin Ben-Dov Kuperman,Fr.,,,,International,"Santiago, Chile",Chile,,https://pbasailfish.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 41%,2029,Goalkeeper
Palm Beach Atlantic,Sunshine State,Omar Einarsson,So.,,,,International,"Reykjavik, Iceland",Iceland,,https://pbasailfish.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 41%,2028,Goalkeeper
Palm Beach Atlantic,Sunshine State,Agustin Belgiorno,Sr.,,,,,"Buenos Aires, Aregentina",,,https://pbasailfish.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 41%,2026,Defender
Palm Beach Atlantic,Sunshine State,Noam Stein,Gr.,,,,International,"Haifa, Israel",Israel,,https://pbasailfish.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 41%,2025,Defender
Palm Beach Atlantic,Sunshine State,Luke Manley,Gr.,,,,International,"Yeovil, England",United Kingdom,,https://pbasailfish.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 41%,2025,Defender
Palm Beach Atlantic,Sunshine State,Jake Strachan,Jr.,,,,International,"Carnoustie, Scotland",United Kingdom,,https://pbasailfish.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 41%,2027,Defender
Palm Beach Atlantic,Sunshine State,Calum Ferguson,Gr.,,,,International,"Edinburgh, Scotland",United Kingdom,,https://pbasailfish.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 41%,2025,Defender
Palm Beach Atlantic,Sunshine State,Ole Lichter,Fr.,,,,International,"Sankt Augusting, Germany",Germany,,https://pbasailfish.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 41%,2029,Forward
Palm Beach Atlantic,Sunshine State,Harry Gardner,Sr.,,,,International,"Fleet, England",United Kingdom,,https://pbasailfish.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 41%,2026,Midfielder
Palm Beach Atlantic,Sunshine State,Agustin Iusem,Sr.,,,,International,"Buenos Aires, Argentina",Argentina,,https://pbasailfish.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 41%,2026,Forward
Palm Beach Atlantic,Sunshine State,Narcis Bou Dalmau,Sr.,,,,International,"Barcelona, Spain",Spain,,https://pbasailfish.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 41%,2026,Midfielder
Palm Beach Atlantic,Sunshine State,Marius Brondbo,Sr.,,,,International,"Trondheim, Norway",Norway,,https://pbasailfish.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 41%,2026,Forward
Palm Beach Atlantic,Sunshine State,Jalen Williams,Fr.,,,,USA,"Chicago, Ill.",,,https://pbasailfish.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 41%,2029,Forward
Palm Beach Atlantic,Sunshine State,Joshua Wicks,Gr.,,,,International,"Harrogate, England",United Kingdom,,https://pbasailfish.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 41%,2025,Midfielder
Palm Beach Atlantic,Sunshine State,Fabio Reck,Gr.,,,,International,"Sennfeld, Germany",Germany,,https://pbasailfish.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 41%,2025,Midfielder
Palm Beach Atlantic,Sunshine State,Guille Amor Torres,Sr.,,,,International,"Barcelona, Spain",Spain,,https://pbasailfish.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 41%,2026,Midfielder
Palm Beach Atlantic,Sunshine State,Marian Rutkowski,Fr.,,,,International,"Hannover, Germany",Germany,,https://pbasailfish.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 41%,2029,Forward
Palm Beach Atlantic,Sunshine State,Federico Serra,Gr.,,,,International,"Calgliari, Italy",Italy,,https://pbasailfish.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 41%,2025,Forward
Palm Beach Atlantic,Sunshine State,Eden O'Leary,Gr.,,,,International,"Tel-Aviv, Israel",Israel,,https://pbasailfish.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 41%,2025,Defender
Palm Beach Atlantic,Sunshine State,Carson Tighe,Sr.,,,,USA,"Hendersonville, Tenn.",,,https://pbasailfish.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 41%,2026,Midfielder
Palm Beach Atlantic,Sunshine State,Alek Bravo,Sr.,,,,USA,"Fort Lauderdale, Fla.",,,https://pbasailfish.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 41%,2026,Defender
Palm Beach Atlantic,Sunshine State,Jack Casey,Sr.,,,,International,"Newbridge, Ireland",Ireland,,https://pbasailfish.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 41%,2026,Defender
Palm Beach Atlantic,Sunshine State,Mattia Bui,Gr.,,,,International,"Brescia, Italy",Italy,,https://pbasailfish.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 41%,2025,Defender
Palm Beach Atlantic,Sunshine State,Kevonte Willoughby-Williams,Sr.,,,,International,"London, England",United Kingdom,,https://pbasailfish.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 41%,2026,Forward
Palm Beach Atlantic,Sunshine State,Kylen DeStefano,Fr.,,,,USA,"Palm Beach Gardens, Fla.",,,https://pbasailfish.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 41%,2029,Defender
Palm Beach Atlantic,Sunshine State,Rufus Roth,Gr.,,,,International,"Marktoberdorf, Germany",Germany,,https://pbasailfish.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 41%,2025,Defender
Palm Beach Atlantic,Sunshine State,Philipp Worner,Gr.,,,,International,"Frankfurt, Germany",Germany,,https://pbasailfish.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 41%,2025,Midfielder
Palm Beach Atlantic,Sunshine State,Livio von Holzen,Fr.,,,,International,"Baar, Switzerland",Switzerland,,https://pbasailfish.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 41%,2029,Defender
Palm Beach Atlantic,Sunshine State,Leandro Santoro,Sr.,,,,International,"Luzem, Switzerland",Switzerland,,https://pbasailfish.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 41%,2026,Defender
Palm Beach Atlantic,Sunshine State,Tin Vastic,So.,,,,International,"Split, Croatia",Croatia,,https://pbasailfish.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 41%,2028,Forward
Palm Beach Atlantic,Sunshine State,Eitan Blumen,Fr.,,,,USA,"Miami, Fla.",,,https://pbasailfish.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 41%,2029,Midfielder
Palm Beach Atlantic,Sunshine State,Flavio Giannini,Fr.,,,,International,"Rome, Italy",Italy,,https://pbasailfish.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 41%,2029,Goalkeeper
PennWest California,PSAC,AJ Visco,Jr.,,,,USA,"Irwin, Pa.",,,https://calvulcans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2027,Goalkeeper
PennWest California,PSAC,Breno Santos,Jr.,,,,International,"Juazeiro, Brazil",Brazil,,https://calvulcans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2027,Goalkeeper
PennWest California,PSAC,Kiernan Webb,R-Fr.,,,,USA,"Philadelphia, Pa.",,,https://calvulcans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2029,Goalkeeper
PennWest California,PSAC,Joshua Rifkin,Sr.,,,,USA,"Fairless Hills, Pa.",,,https://calvulcans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2026,Defender
PennWest California,PSAC,Eduard Reyes,So.,,,,USA,"Alexandria, Va.",,,https://calvulcans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2028,Defender
PennWest California,PSAC,Paul Morelli,Sr.,,,,USA,"Hermitage, Pa.",,,https://calvulcans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2026,Defender
PennWest California,PSAC,Daniel Gargollo,Jr.,,,,International,"Naucalpan de Juárez, Mexico",Mexico,,https://calvulcans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2027,Defender
PennWest California,PSAC,Arik Landau,Fr.,,,,International,"Hamburg, Germany",Germany,,https://calvulcans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2029,Midfielder
PennWest California,PSAC,Dereck Reyes,Sr.,,,,USA,"Alexandria, Va.",,,https://calvulcans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2026,Midfielder
PennWest California,PSAC,Eloi Vellvehi,Fr.,,,,International,"Mataró, Spain",Spain,,https://calvulcans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2029,Midfielder
PennWest California,PSAC,Brady Olsen,Jr.,,,,USA,"Boiling Springs, Pa.",,,https://calvulcans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2027,Forward
PennWest California,PSAC,Cullin Woytovich,Sr.,,,,USA,"Charleroi, Pa.",,,https://calvulcans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2026,Midfielder
PennWest California,PSAC,Shiko Ichimiya,Sr.,,,,International,"Tokyo, Japan",Japan,,https://calvulcans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2026,Midfielder
PennWest California,PSAC,Malachi Herndon,Jr.,,,,USA,"Fleetwood, Pa.",,,https://calvulcans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2027,Defender
PennWest California,PSAC,Yves Agbodoh,R-Fr.,,,,USA,"Pittsburgh, Pa.",,,https://calvulcans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2029,Defender
PennWest California,PSAC,Daniel Daniel,Sr.,,,,International,"Mwanza, Tanzania",Tanzania,,https://calvulcans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2026,Midfielder
PennWest California,PSAC,Eduardo Miranda,Fr.,,,,International,"Xalapa, Mexico",Mexico,,https://calvulcans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2029,Defender
PennWest California,PSAC,Jaime Marcelo Espinosa,Fr.,,,,International,"San Pedro Garza García, Mexico",Mexico,,https://calvulcans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2029,Forward
PennWest California,PSAC,Bellamy Cox-Sitkiewicz,So.,,,,USA,"Seattle, Wash.",,,https://calvulcans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2028,Midfielder
PennWest California,PSAC,Roman Capucha,Jr.,,,,International,"Bratislava, Slovakia",Slovakia,,https://calvulcans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2027,Midfielder
PennWest California,PSAC,Max Llado,Fr.,,,,International,"Argentona, Spain",Spain,,https://calvulcans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2029,Forward
PennWest California,PSAC,Corey McKoy,Sr.,,,,USA,"Reading, Pa.",,,https://calvulcans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2026,Forward
PennWest California,PSAC,Davi Jansson,Fr.,,,,USA,"Moon Twp., Pa.",,,https://calvulcans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2029,Forward
PennWest California,PSAC,Jake Haugh,Fr.,,,,USA,"Edinboro, Pa.",,,https://calvulcans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2029,Defender
PennWest California,PSAC,Jacob Gretz,So.,,,,USA,"Connellsville, Pa.",,,https://calvulcans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2028,Midfielder
PennWest California,PSAC,Mauricio Montenegro Flores,Fr.,,,,International,"Metepec, Mexico",Mexico,,https://calvulcans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2029,Defender
PennWest California,PSAC,Cooper Robson,Fr.,,,,USA,"Erie, Pa.",,,https://calvulcans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2029,Forward
PennWest California,PSAC,Wyatt Ramer,Sr.,,,,USA,"Greensburg, Pa.",,,https://calvulcans.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 61%,2026,Defender
PennWest Johnstown,PSAC,PJ Derksen,Sr.,,,,USA,"Litchfield, OH",,,https://pittjohnstownathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2026,Goalkeeper
PennWest Johnstown,PSAC,Jacob Tichnell,Jr.,,,,USA,"Cumberland, MD",,,https://pittjohnstownathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2027,Goalkeeper
PennWest Johnstown,PSAC,Ben Svoboda,Fr.,,,,USA,"Ellicott City, MD",,,https://pittjohnstownathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2029,Defender
PennWest Johnstown,PSAC,Noah Pawling,Fr.,,,,USA,"Lewisburg, Pa.",,,https://pittjohnstownathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2029,Midfielder
PennWest Johnstown,PSAC,AJ Getsy,Jr.,,,,USA,"Pleasant Hills, PA",,,https://pittjohnstownathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2027,Defender
PennWest Johnstown,PSAC,Jaeger James,Jr.,,,,USA,"Dover, PA",,,https://pittjohnstownathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2027,Midfielder
PennWest Johnstown,PSAC,Connor Luther,R-So.,,,,USA,"Camp Hill, Pa.",,,https://pittjohnstownathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2028,Defender
PennWest Johnstown,PSAC,Josh Sollars,Sr.,,,,USA,"Slatington, PA",,,https://pittjohnstownathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2026,Forward
PennWest Johnstown,PSAC,Holger Lozano,So.,,,,USA,"York, Pa.",,,https://pittjohnstownathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2028,Midfielder
PennWest Johnstown,PSAC,Tristan Ralph,Fr.,,,,USA,"Pittsburgh, Pa.",,,https://pittjohnstownathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2029,Forward
PennWest Johnstown,PSAC,Jack Moyer,R-So.,,,,USA,"New Paris, Pa.",,,https://pittjohnstownathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2028,Midfielder
PennWest Johnstown,PSAC,Anson Portzline,Jr.,,,,USA,"Port Royal, PA",,,https://pittjohnstownathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2027,Forward
PennWest Johnstown,PSAC,Kenny Spock,So.,,,,USA,"Salisbury, MD",,,https://pittjohnstownathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2028,Forward
PennWest Johnstown,PSAC,Alex Henne,R-Jr.,,,,USA,"Bernville, PA",,,https://pittjohnstownathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2027,Midfielder
PennWest Johnstown,PSAC,Ryan Kyei Boahen,So.,,,,USA,"Severn, Md.",,,https://pittjohnstownathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2028,Forward
PennWest Johnstown,PSAC,Jacob Palange,Sr.,,,,USA,"Reading, PA",,,https://pittjohnstownathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2026,Midfielder
PennWest Johnstown,PSAC,Jonathan Merli,Jr.,,,,USA,"Freeport, PA",,,https://pittjohnstownathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 71%,2027,Defender
